docId,filename,top topics, and contribution to doc ...
1,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1934).txt,9,0.363,4,0.165,3,0.164,5,0.094,2,0.071,8,0.064
2,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1935).txt,9,0.432,4,0.209,3,0.124,2,0.074,5,0.068
3,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1936).txt,3,0.434,9,0.161,4,0.140,8,0.077,10,0.061
4,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1937).txt,9,0.399,4,0.205,3,0.164,5,0.068
5,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1938).txt,3,0.395,9,0.181,4,0.153,5,0.110,8,0.068
6,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1939).txt,3,0.272,8,0.186,9,0.177,4,0.115,5,0.072,10,0.071,2,0.065
7,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1940).txt,3,0.287,9,0.239,4,0.134,8,0.104,10,0.096
8,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1941).txt,10,0.250,9,0.178,3,0.172,4,0.164,8,0.071,1,0.054
9,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1942).txt,10,0.587,8,0.160,4,0.074,1,0.053
10,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1943).txt,10,0.534,8,0.125,4,0.109,9,0.057,6,0.057
11,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1944).txt,10,0.312,4,0.194,3,0.118,5,0.106,8,0.092,9,0.091
12,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\32 Roosevelt\State of the Union (1945).txt,10,0.447,4,0.192,9,0.107,5,0.070,8,0.056,3,0.051
13,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\33 Truman\State of the Union (1947).txt,5,0.317,9,0.246,4,0.129,2,0.124,3,0.073,10,0.056
14,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\33 Truman\State of the Union (1948).txt,5,0.232,4,0.203,2,0.139,3,0.130,9,0.123,1,0.057
15,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\33 Truman\State of the Union (1949).txt,5,0.232,3,0.185,4,0.173,2,0.166,9,0.130
16,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\33 Truman\State of the Union (1950).txt,4,0.221,5,0.197,9,0.138,3,0.132,2,0.122,1,0.058,10,0.051
17,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\33 Truman\State of the Union (1951).txt,10,0.496,4,0.091,9,0.078,5,0.072,2,0.066,1,0.062
18,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\33 Truman\State of the Union (1952).txt,10,0.399,4,0.115,2,0.098,5,0.091,8,0.073,1,0.073,3,0.063,9,0.050
19,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1953).txt,5,0.236,2,0.188,9,0.174,3,0.137,4,0.097,10,0.095
20,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1954).txt,2,0.300,5,0.181,3,0.124,9,0.117,4,0.094,10,0.086
21,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1955).txt,2,0.314,5,0.240,9,0.106,4,0.101,3,0.088,10,0.065
22,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1956).txt,5,0.278,9,0.175,2,0.150,4,0.130,8,0.090,10,0.053
23,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1957).txt,5,0.202,2,0.186,9,0.185,4,0.125,3,0.122,10,0.065
24,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1958).txt,10,0.207,5,0.194,9,0.172,2,0.139,4,0.124
25,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1959).txt,5,0.228,2,0.174,9,0.162,4,0.113,10,0.096,1,0.082
26,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\34 Eisenhower\State of the Union (1960).txt,5,0.221,9,0.149,4,0.134,2,0.124,10,0.112,1,0.095,3,0.064
27,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\35 Kennedy\State of the Union (1961).txt,8,0.187,5,0.176,2,0.130,1,0.121,9,0.110,3,0.097,10,0.071,4,0.053
28,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\35 Kennedy\State of the Union (1962).txt,5,0.187,2,0.175,8,0.162,1,0.106,10,0.105,9,0.073,4,0.067,3,0.061
29,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\35 Kennedy\State of the Union (1963).txt,8,0.191,10,0.143,1,0.138,5,0.117,3,0.102,2,0.094,4,0.068,6,0.063
30,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\36 Johnson\State of the Union (1964).txt,8,0.250,1,0.170,5,0.159,2,0.138,9,0.097,3,0.058
31,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\36 Johnson\State of the Union (1965).txt,1,0.322,2,0.121,4,0.109,3,0.106,5,0.099,8,0.059,7,0.057
32,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\36 Johnson\State of the Union (1966).txt,1,0.363,3,0.144,10,0.113,5,0.096,2,0.095,7,0.080
33,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\36 Johnson\State of the Union (1967).txt,1,0.268,2,0.130,8,0.118,5,0.108,4,0.103,10,0.086,3,0.072,7,0.058
34,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\36 Johnson\State of the Union (1968).txt,1,0.304,5,0.144,2,0.139,8,0.123,4,0.081,7,0.064,3,0.055
35,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\36 Johnson\State of the Union (1969).txt,1,0.301,5,0.164,4,0.113,2,0.101,7,0.081,9,0.064,8,0.062
36,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\37 Nixon\State of the Union (1970).txt,1,0.315,4,0.224,2,0.132,5,0.074,10,0.054,3,0.050
37,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\37 Nixon\State of the Union (1971).txt,4,0.357,1,0.302,2,0.149,7,0.082,8,0.057
38,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\37 Nixon\State of the Union (1972).txt,1,0.281,2,0.164,4,0.162,8,0.088,7,0.069,9,0.061,5,0.057
39,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\37 Nixon\State of the Union (1974).txt,1,0.301,4,0.198,2,0.152,6,0.102,5,0.074,8,0.065,7,0.058
40,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\38 Ford\State of the Union (1975).txt,6,0.266,2,0.181,1,0.119,5,0.111,8,0.104,4,0.077,7,0.054
41,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\38 Ford\State of the Union (1976).txt,2,0.203,1,0.185,7,0.146,8,0.144,4,0.107,6,0.097
42,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\38 Ford\State of the Union (1977).txt,6,0.188,2,0.166,1,0.162,4,0.124,8,0.073,9,0.071,5,0.071,3,0.052
43,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\39 Carter\State of the Union (1978).txt,7,0.172,6,0.135,4,0.121,1,0.118,2,0.116,5,0.103,8,0.088,3,0.057,9,0.053
44,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\39 Carter\State of the Union (1979).txt,1,0.203,7,0.145,6,0.137,2,0.127,3,0.117,5,0.087,4,0.071
45,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\39 Carter\State of the Union (1980).txt,6,0.363,1,0.116,10,0.108,7,0.091,3,0.085,2,0.072,4,0.051
46,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\39 Carter\State of the Union (1981).txt,6,0.384,2,0.324,5,0.119
47,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1981).txt,2,0.234,7,0.201,8,0.153,4,0.099,6,0.081,5,0.071,3,0.054
48,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1982).txt,7,0.306,8,0.154,2,0.148,1,0.110,4,0.103,3,0.054
49,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1983).txt,7,0.307,8,0.144,2,0.108,4,0.088,5,0.086,1,0.084,6,0.082,9,0.062
50,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1984).txt,7,0.405,1,0.129,8,0.125,4,0.119,2,0.073
51,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1985).txt,7,0.369,8,0.201,4,0.101,1,0.091,2,0.072
52,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1986).txt,7,0.466,8,0.169,1,0.111,4,0.092
53,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1987).txt,7,0.365,4,0.197,8,0.155,1,0.071,6,0.055,3,0.051
54,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\40 Reagan\State of the Union (1988).txt,7,0.402,1,0.171,8,0.107,4,0.090,3,0.057
55,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\41 H.W. Bush\State of the Union (1989).txt,7,0.354,1,0.197,8,0.124,2,0.075,5,0.052
56,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\41 H.W. Bush\State of the Union (1990).txt,7,0.271,8,0.245,1,0.179,10,0.086,4,0.072
57,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\41 H.W. Bush\State of the Union (1991).txt,7,0.290,8,0.150,1,0.118,3,0.084,10,0.083,6,0.074,4,0.070,2,0.057
58,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\41 H.W. Bush\State of the Union (1992).txt,7,0.333,8,0.283,1,0.125,2,0.075,4,0.054
59,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1934).txt,9,0.357,3,0.181,4,0.174,5,0.084,2,0.083,8,0.052
60,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1935).txt,9,0.422,4,0.218,3,0.118,2,0.076,5,0.059
61,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1936).txt,3,0.427,9,0.167,4,0.132,8,0.066,10,0.063,1,0.061
62,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1937).txt,9,0.391,4,0.203,3,0.159,5,0.060,1,0.052
63,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1938).txt,3,0.407,9,0.184,4,0.146,5,0.101,8,0.079
64,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1939).txt,3,0.275,9,0.192,8,0.184,4,0.096,10,0.074,2,0.073,5,0.071
65,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1940).txt,3,0.282,9,0.254,4,0.145,10,0.101,8,0.097
66,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1941).txt,10,0.249,4,0.177,3,0.176,9,0.174,8,0.073,1,0.051
67,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1942).txt,10,0.587,8,0.145,4,0.083
68,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1943).txt,10,0.540,8,0.112,4,0.107,9,0.062,1,0.051
69,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1944).txt,10,0.314,4,0.200,3,0.122,5,0.116,8,0.086,9,0.084
70,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1945).txt,10,0.433,4,0.190,9,0.102,5,0.077,3,0.061,8,0.051
71,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1947).txt,5,0.314,9,0.241,4,0.136,2,0.125,3,0.070
72,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1948).txt,5,0.244,4,0.198,2,0.141,3,0.135,9,0.131
73,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1949).txt,5,0.234,4,0.194,3,0.171,2,0.155,9,0.132
74,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1950).txt,4,0.215,5,0.199,2,0.132,3,0.130,9,0.128,10,0.055,1,0.054
75,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1951).txt,10,0.514,4,0.081,5,0.080,2,0.073,1,0.065,9,0.062
76,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1952).txt,10,0.393,4,0.114,5,0.101,2,0.101,1,0.073,3,0.067,8,0.064,9,0.054
77,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1953).txt,5,0.246,2,0.183,9,0.176,3,0.138,10,0.093,4,0.088
78,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1954).txt,2,0.319,5,0.182,3,0.125,9,0.120,4,0.084,10,0.082
79,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1955).txt,2,0.315,5,0.237,4,0.102,9,0.100,3,0.098,10,0.065
80,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1956).txt,5,0.291,9,0.158,2,0.148,4,0.140,10,0.090,8,0.073
81,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1957).txt,5,0.196,2,0.192,9,0.184,4,0.138,3,0.124,10,0.059
82,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1958).txt,10,0.210,5,0.190,9,0.168,2,0.137,4,0.132
83,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1959).txt,5,0.227,2,0.183,9,0.154,4,0.115,10,0.096,1,0.083
84,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1960).txt,5,0.230,9,0.154,4,0.128,2,0.119,10,0.112,1,0.097,3,0.075
85,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1961).txt,8,0.182,5,0.172,2,0.142,1,0.117,9,0.106,3,0.096,10,0.066,4,0.057
86,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1962).txt,5,0.185,2,0.173,8,0.162,10,0.108,1,0.105,9,0.072,4,0.071,3,0.062
87,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1963).txt,8,0.197,10,0.156,1,0.123,5,0.118,3,0.101,2,0.094,4,0.062,6,0.061,9,0.052
88,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1964).txt,8,0.242,1,0.175,5,0.162,2,0.143,9,0.089,3,0.058
89,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1965).txt,1,0.325,5,0.121,2,0.112,3,0.110,4,0.106,7,0.064,8,0.055,9,0.054
90,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1966).txt,1,0.363,3,0.150,10,0.099,2,0.099,5,0.098,7,0.069
91,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1967).txt,1,0.278,2,0.123,5,0.118,8,0.110,4,0.098,10,0.078,3,0.074,7,0.064
92,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1968).txt,1,0.298,5,0.139,8,0.134,2,0.127,4,0.083,7,0.066,3,0.065
93,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1969).txt,1,0.310,5,0.157,2,0.113,4,0.108,7,0.087,8,0.066
94,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1970).txt,1,0.326,4,0.231,2,0.119,5,0.075,3,0.053,7,0.052
95,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1971).txt,4,0.366,1,0.290,2,0.152,7,0.073,8,0.058
96,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1972).txt,1,0.295,4,0.163,2,0.155,8,0.080,9,0.066,6,0.064,5,0.060,7,0.058
97,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1974).txt,1,0.297,4,0.213,2,0.150,6,0.100,5,0.083,8,0.060
98,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1975).txt,6,0.267,2,0.174,1,0.119,5,0.112,8,0.103,4,0.084,7,0.065
99,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1976).txt,2,0.204,1,0.170,8,0.145,7,0.141,4,0.119,6,0.086,3,0.052
100,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1977).txt,6,0.190,2,0.162,1,0.149,4,0.136,9,0.071,8,0.070,5,0.067,10,0.056,7,0.053
101,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1978).txt,7,0.174,6,0.128,2,0.128,4,0.117,1,0.116,8,0.096,5,0.096,9,0.053,3,0.053
102,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1979).txt,1,0.176,6,0.147,7,0.145,2,0.131,3,0.105,4,0.087,5,0.079,8,0.062
103,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1980).txt,6,0.380,1,0.114,10,0.103,3,0.085,7,0.079,2,0.062,4,0.060
104,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1981).txt,6,0.387,2,0.321,5,0.122
105,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1982).txt,7,0.297,2,0.153,8,0.152,1,0.107,4,0.106
106,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1983).txt,7,0.310,8,0.134,2,0.109,5,0.090,4,0.085,1,0.081,6,0.079,9,0.076
107,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1984).txt,7,0.414,1,0.121,8,0.120,4,0.117,2,0.083
108,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1985).txt,7,0.370,8,0.201,4,0.108,1,0.092,6,0.059,2,0.056
109,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1986).txt,7,0.469,8,0.172,1,0.106,4,0.097
110,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1987).txt,7,0.375,4,0.187,8,0.151,1,0.071,3,0.057,6,0.051
111,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1988).txt,7,0.395,1,0.178,8,0.116,4,0.079,2,0.050
112,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1989).txt,7,0.339,1,0.185,8,0.126,2,0.092,5,0.053
113,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1990).txt,7,0.276,8,0.240,1,0.191,4,0.083,10,0.061,6,0.054
114,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1991).txt,7,0.300,8,0.152,1,0.107,10,0.082,6,0.080,4,0.079,3,0.079,2,0.057
115,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Roosevelt-H.W.Bush\All\State of the Union (1992).txt,7,0.320,8,0.281,1,0.114,2,0.081,4,0.061
