docId,filename,top topics, and contribution to doc ...
1,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Clinton-Trump\45 Donald J Trump\Inuaguration Address (2017).txt,4,0.275,6,0.179,10,0.123,1,0.103,3,0.099,5,0.078,8,0.054
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
40,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Clinton-Trump\45 Donald J Trump\State of the Union (2017).txt,4,0.148,2,0.143,10,0.124,3,0.110,9,0.108,6,0.087,7,0.087,8,0.082,5,0.075
41,C:\Users\Josh\Documents\Git\dh-presidency-project\docs\files\Clinton-Trump\45 Donald J Trump\State of the Union (2018).txt,7,0.188,5,0.187,4,0.141,2,0.100,9,0.082,8,0.080,10,0.058,3,0.055,6,0.055,1,0.053
